{'Iteration': 0, 'Final Solution': None}
{'Iteration': 1162, 'Final Solution': None}
{'Iteration': 1163, 'Final Solution': '\\frac{2'}
{'Iteration': 1164, 'Final Solution': '(3, 4)'}
{'Iteration': 1165, 'Final Solution': '-4'}
{'Iteration': 1166, 'Final Solution': '3'}
{'Iteration': 1167, 'Final Solution': None}
{'Iteration': 1168, 'Final Solution': None}
{'Iteration': 1169, 'Final Solution': '7x^5+12x^2+10x+9'}
{'Iteration': 1170, 'Final Solution': None}
{'Iteration': 1171, 'Final Solution': '350'}
{'Iteration': 1172, 'Final Solution': None}
{'Iteration': 1173, 'Final Solution': '-4,-5'}
{'Iteration': 1174, 'Final Solution': '16'}
{'Iteration': 1175, 'Final Solution': None}
{'Iteration': 1176, 'Final Solution': '66'}
{'Iteration': 1177, 'Final Solution': '340.5'}
{'Iteration': 1178, 'Final Solution': '2x^3-15x^2-39x+72'}
{'Iteration': 1179, 'Final Solution': '5/2'}
{'Iteration': 1180, 'Final Solution': 'x = 11'}
{'Iteration': 1181, 'Final Solution': None}
{'Iteration': 1182, 'Final Solution': '\\$10,000'}
{'Iteration': 1183, 'Final Solution': None}
{'Iteration': 1184, 'Final Solution': None}
{'Iteration': 1185, 'Final Solution': None}
{'Iteration': 1186, 'Final Solution': None}
{'Iteration': 1187, 'Final Solution': '\\frac{10'}
{'Iteration': 1188, 'Final Solution': None}
{'Iteration': 1189, 'Final Solution': '190'}
{'Iteration': 1190, 'Final Solution': None}
{'Iteration': 1191, 'Final Solution': '899'}
{'Iteration': 1192, 'Final Solution': None}
{'Iteration': 1193, 'Final Solution': '3,\\!000'}
{'Iteration': 1194, 'Final Solution': None}
{'Iteration': 1195, 'Final Solution': None}
{'Iteration': 1196, 'Final Solution': '240'}
{'Iteration': 1197, 'Final Solution': '3'}
{'Iteration': 1198, 'Final Solution': '4'}
{'Iteration': 1199, 'Final Solution': None}
{'Iteration': 1200, 'Final Solution': '3,\\!628,\\!800'}
{'Iteration': 1201, 'Final Solution': None}
{'Iteration': 1202, 'Final Solution': None}
{'Iteration': 1203, 'Final Solution': '0'}
{'Iteration': 1204, 'Final Solution': None}
{'Iteration': 1205, 'Final Solution': None}
{'Iteration': 1206, 'Final Solution': '420'}
{'Iteration': 1207, 'Final Solution': '5!'}
{'Iteration': 1208, 'Final Solution': '6+\\frac{3'}
{'Iteration': 1209, 'Final Solution': None}
{'Iteration': 1210, 'Final Solution': None}
{'Iteration': 1211, 'Final Solution': '1920'}
{'Iteration': 1212, 'Final Solution': '\\frac{5'}
{'Iteration': 1213, 'Final Solution': None}
{'Iteration': 1214, 'Final Solution': '56'}
{'Iteration': 1215, 'Final Solution': '105'}
{'Iteration': 1216, 'Final Solution': None}
{'Iteration': 1217, 'Final Solution': '\\frac{1'}
{'Iteration': 1218, 'Final Solution': None}
{'Iteration': 1219, 'Final Solution': None}
{'Iteration': 1220, 'Final Solution': '70'}
{'Iteration': 1221, 'Final Solution': '23'}
{'Iteration': 1222, 'Final Solution': None}
{'Iteration': 1223, 'Final Solution': '100'}
{'Iteration': 1224, 'Final Solution': None}
{'Iteration': 1225, 'Final Solution': '\\frac{1'}
{'Iteration': 1226, 'Final Solution': None}
{'Iteration': 1227, 'Final Solution': None}
{'Iteration': 1228, 'Final Solution': '49,824,000'}
{'Iteration': 1229, 'Final Solution': '\\frac{1'}
{'Iteration': 1230, 'Final Solution': '\\frac{1'}
{'Iteration': 1231, 'Final Solution': None}
{'Iteration': 1232, 'Final Solution': None}
{'Iteration': 1233, 'Final Solution': '\\frac{555'}
{'Iteration': 1234, 'Final Solution': '120'}
{'Iteration': 1235, 'Final Solution': None}
{'Iteration': 1236, 'Final Solution': '0'}
{'Iteration': 1237, 'Final Solution': '31'}
{'Iteration': 1238, 'Final Solution': None}
{'Iteration': 1239, 'Final Solution': None}
{'Iteration': 1240, 'Final Solution': '\\frac{5'}
{'Iteration': 1241, 'Final Solution': '20'}
{'Iteration': 1242, 'Final Solution': '4900'}
{'Iteration': 1243, 'Final Solution': '\\frac{1'}
{'Iteration': 1244, 'Final Solution': '10'}
{'Iteration': 1245, 'Final Solution': None}
{'Iteration': 1246, 'Final Solution': '\\frac{7'}
{'Iteration': 1247, 'Final Solution': '550'}
{'Iteration': 1248, 'Final Solution': None}
{'Iteration': 1249, 'Final Solution': '-1'}
{'Iteration': 1250, 'Final Solution': '11\\cdot 15\\cdot 29'}
{'Iteration': 1251, 'Final Solution': None}
{'Iteration': 1252, 'Final Solution': '45'}
{'Iteration': 1253, 'Final Solution': '111,\\!040,\\!000'}
{'Iteration': 1254, 'Final Solution': '\\frac{3'}
{'Iteration': 1255, 'Final Solution': '1'}
{'Iteration': 1256, 'Final Solution': '1,16,000'}
{'Iteration': 1257, 'Final Solution': '\\frac{2'}
{'Iteration': 1258, 'Final Solution': '30240'}
{'Iteration': 1259, 'Final Solution': '24'}
{'Iteration': 1260, 'Final Solution': None}
{'Iteration': 1261, 'Final Solution': '120'}
{'Iteration': 1262, 'Final Solution': None}
{'Iteration': 1263, 'Final Solution': '1024'}
{'Iteration': 1264, 'Final Solution': None}
{'Iteration': 1265, 'Final Solution': None}
{'Iteration': 1266, 'Final Solution': '1'}
{'Iteration': 1267, 'Final Solution': None}
{'Iteration': 1268, 'Final Solution': '1000000000'}
{'Iteration': 1269, 'Final Solution': '\\frac{1'}
{'Iteration': 1270, 'Final Solution': '12'}
{'Iteration': 1271, 'Final Solution': '3600'}
{'Iteration': 1272, 'Final Solution': '42'}
{'Iteration': 1273, 'Final Solution': '\\frac{7'}
{'Iteration': 1274, 'Final Solution': '\\frac{1'}
{'Iteration': 1275, 'Final Solution': None}
{'Iteration': 1276, 'Final Solution': '1.25'}
{'Iteration': 1277, 'Final Solution': '1900'}
{'Iteration': 1278, 'Final Solution': '\\frac{5'}
{'Iteration': 1279, 'Final Solution': None}
{'Iteration': 1280, 'Final Solution': '501500'}
{'Iteration': 1281, 'Final Solution': '30'}
{'Iteration': 1282, 'Final Solution': '2'}
{'Iteration': 1283, 'Final Solution': '\\frac{4'}
{'Iteration': 1284, 'Final Solution': None}
{'Iteration': 1285, 'Final Solution': None}
{'Iteration': 1286, 'Final Solution': '144'}
{'Iteration': 1287, 'Final Solution': '720'}
{'Iteration': 1288, 'Final Solution': '12\\pi'}
{'Iteration': 1289, 'Final Solution': None}
{'Iteration': 1290, 'Final Solution': None}
{'Iteration': 1291, 'Final Solution': None}
{'Iteration': 1292, 'Final Solution': '54'}
{'Iteration': 1293, 'Final Solution': '9'}
{'Iteration': 1294, 'Final Solution': '\\frac{1'}
{'Iteration': 1295, 'Final Solution': '1'}
{'Iteration': 1296, 'Final Solution': '10'}
{'Iteration': 1297, 'Final Solution': '\\frac{1'}
{'Iteration': 1298, 'Final Solution': '0.294'}
{'Iteration': 1299, 'Final Solution': '2'}
{'Iteration': 1300, 'Final Solution': '1'}
{'Iteration': 1301, 'Final Solution': '7!'}
{'Iteration': 1302, 'Final Solution': None}
{'Iteration': 1303, 'Final Solution': None}
{'Iteration': 1304, 'Final Solution': '\\frac{21'}
{'Iteration': 1305, 'Final Solution': '\\frac{1'}
{'Iteration': 1306, 'Final Solution': '45'}
{'Iteration': 1307, 'Final Solution': None}
{'Iteration': 1308, 'Final Solution': None}
{'Iteration': 1309, 'Final Solution': '4'}
{'Iteration': 1310, 'Final Solution': None}
{'Iteration': 1311, 'Final Solution': '1680'}
{'Iteration': 1312, 'Final Solution': '210'}
{'Iteration': 1313, 'Final Solution': None}
{'Iteration': 1314, 'Final Solution': None}
{'Iteration': 1315, 'Final Solution': '\\frac{1'}
{'Iteration': 1316, 'Final Solution': '5,\\!040'}
{'Iteration': 1317, 'Final Solution': '12345'}
{'Iteration': 1318, 'Final Solution': '105'}
{'Iteration': 1319, 'Final Solution': None}
{'Iteration': 1320, 'Final Solution': '1'}
{'Iteration': 1321, 'Final Solution': '3'}
{'Iteration': 1322, 'Final Solution': None}
{'Iteration': 1323, 'Final Solution': '650'}
{'Iteration': 1324, 'Final Solution': None}
{'Iteration': 1325, 'Final Solution': '99'}
{'Iteration': 1326, 'Final Solution': '36'}
{'Iteration': 1327, 'Final Solution': None}
{'Iteration': 1328, 'Final Solution': '\\frac{781'}
{'Iteration': 1329, 'Final Solution': '\\frac{1'}
{'Iteration': 1330, 'Final Solution': '\\$0.50'}
{'Iteration': 1331, 'Final Solution': '31250'}
{'Iteration': 1332, 'Final Solution': None}
{'Iteration': 1333, 'Final Solution': None}
{'Iteration': 1334, 'Final Solution': None}
{'Iteration': 1335, 'Final Solution': '20'}
{'Iteration': 1336, 'Final Solution': '7!'}
{'Iteration': 1337, 'Final Solution': None}
{'Iteration': 1338, 'Final Solution': '35'}
{'Iteration': 1339, 'Final Solution': None}
{'Iteration': 1340, 'Final Solution': None}
{'Iteration': 1341, 'Final Solution': None}
{'Iteration': 1342, 'Final Solution': None}
{'Iteration': 1343, 'Final Solution': '800'}
{'Iteration': 1344, 'Final Solution': '6'}
{'Iteration': 1345, 'Final Solution': None}
{'Iteration': 1346, 'Final Solution': None}
{'Iteration': 1347, 'Final Solution': '5'}
{'Iteration': 1348, 'Final Solution': '12'}
{'Iteration': 1349, 'Final Solution': None}
{'Iteration': 1350, 'Final Solution': '81'}
{'Iteration': 1351, 'Final Solution': '14.2857\\%'}
{'Iteration': 1352, 'Final Solution': None}
{'Iteration': 1353, 'Final Solution': '220'}
{'Iteration': 1354, 'Final Solution': '24'}
{'Iteration': 1355, 'Final Solution': None}
{'Iteration': 1356, 'Final Solution': None}
{'Iteration': 1357, 'Final Solution': '60'}
{'Iteration': 1358, 'Final Solution': '259896'}
{'Iteration': 1359, 'Final Solution': '4'}
{'Iteration': 1360, 'Final Solution': '4320'}
{'Iteration': 1361, 'Final Solution': '420'}
{'Iteration': 1362, 'Final Solution': '5'}
{'Iteration': 1363, 'Final Solution': '60'}
{'Iteration': 1364, 'Final Solution': '\\frac{2'}
{'Iteration': 1365, 'Final Solution': '2'}
{'Iteration': 1366, 'Final Solution': '52'}
{'Iteration': 1367, 'Final Solution': None}
{'Iteration': 1368, 'Final Solution': '8'}
{'Iteration': 1369, 'Final Solution': None}
{'Iteration': 1370, 'Final Solution': None}
{'Iteration': 1371, 'Final Solution': None}
{'Iteration': 1372, 'Final Solution': '21'}
{'Iteration': 1373, 'Final Solution': None}
{'Iteration': 1374, 'Final Solution': '\\frac{112'}
{'Iteration': 1375, 'Final Solution': '48'}
{'Iteration': 1376, 'Final Solution': '24'}
{'Iteration': 1377, 'Final Solution': '20'}
{'Iteration': 1378, 'Final Solution': '336'}
{'Iteration': 1379, 'Final Solution': None}
{'Iteration': 1380, 'Final Solution': '256'}
{'Iteration': 1381, 'Final Solution': None}
{'Iteration': 1382, 'Final Solution': None}
{'Iteration': 1383, 'Final Solution': None}
{'Iteration': 1384, 'Final Solution': '10'}
{'Iteration': 1385, 'Final Solution': '1,\\!680'}
{'Iteration': 1386, 'Final Solution': None}
{'Iteration': 1387, 'Final Solution': None}
{'Iteration': 1388, 'Final Solution': None}
{'Iteration': 1389, 'Final Solution': '181\\times 181'}
{'Iteration': 1390, 'Final Solution': None}
{'Iteration': 1391, 'Final Solution': '\\frac{1'}
{'Iteration': 1392, 'Final Solution': '38'}
{'Iteration': 1393, 'Final Solution': '363'}
{'Iteration': 1394, 'Final Solution': None}
{'Iteration': 1395, 'Final Solution': None}
{'Iteration': 1396, 'Final Solution': '360'}
{'Iteration': 1397, 'Final Solution': None}
{'Iteration': 1398, 'Final Solution': '\\frac{15'}
{'Iteration': 1399, 'Final Solution': '5'}
{'Iteration': 1400, 'Final Solution': '\\frac{8\\cdot7'}
{'Iteration': 1401, 'Final Solution': '2'}
{'Iteration': 1402, 'Final Solution': '\\frac{26'}
{'Iteration': 1403, 'Final Solution': '\\frac{3'}
{'Iteration': 1404, 'Final Solution': '\\$0'}
{'Iteration': 1405, 'Final Solution': None}
{'Iteration': 1406, 'Final Solution': '\\frac{1'}
{'Iteration': 1407, 'Final Solution': '80'}
{'Iteration': 1408, 'Final Solution': '3'}
{'Iteration': 1409, 'Final Solution': '12'}
{'Iteration': 1410, 'Final Solution': '\\frac{5'}
{'Iteration': 1411, 'Final Solution': '\\frac{5'}
{'Iteration': 1412, 'Final Solution': None}
{'Iteration': 1413, 'Final Solution': '2^{2014'}
{'Iteration': 1414, 'Final Solution': '24'}
{'Iteration': 1415, 'Final Solution': '\\$2.40'}
{'Iteration': 1416, 'Final Solution': '1000000'}
{'Iteration': 1417, 'Final Solution': '60'}
{'Iteration': 1418, 'Final Solution': '1'}
{'Iteration': 1419, 'Final Solution': None}
{'Iteration': 1420, 'Final Solution': None}
{'Iteration': 1421, 'Final Solution': '16'}
{'Iteration': 1422, 'Final Solution': None}
{'Iteration': 1423, 'Final Solution': '\\frac{1'}
{'Iteration': 1424, 'Final Solution': '2'}
{'Iteration': 1425, 'Final Solution': None}
{'Iteration': 1426, 'Final Solution': None}
{'Iteration': 1427, 'Final Solution': '11'}
{'Iteration': 1428, 'Final Solution': '1680'}
{'Iteration': 1429, 'Final Solution': None}
{'Iteration': 1430, 'Final Solution': None}
{'Iteration': 1431, 'Final Solution': None}
{'Iteration': 1432, 'Final Solution': '11,\\!440'}
{'Iteration': 1433, 'Final Solution': '\\frac{3'}
{'Iteration': 1434, 'Final Solution': '81'}
{'Iteration': 1435, 'Final Solution': '20'}
{'Iteration': 1436, 'Final Solution': '\\frac{1'}
{'Iteration': 1437, 'Final Solution': '\\frac{1'}
{'Iteration': 1438, 'Final Solution': None}
{'Iteration': 1439, 'Final Solution': None}
{'Iteration': 1440, 'Final Solution': None}
{'Iteration': 1441, 'Final Solution': '28'}
{'Iteration': 1442, 'Final Solution': None}
{'Iteration': 1443, 'Final Solution': '9'}
{'Iteration': 1444, 'Final Solution': '252'}
{'Iteration': 1445, 'Final Solution': '12'}
{'Iteration': 1446, 'Final Solution': '\\frac{12'}
{'Iteration': 1447, 'Final Solution': '\\frac{11'}
{'Iteration': 1448, 'Final Solution': '\\frac{1'}
{'Iteration': 1449, 'Final Solution': '4'}
{'Iteration': 1450, 'Final Solution': '1'}
{'Iteration': 1451, 'Final Solution': None}
{'Iteration': 1452, 'Final Solution': '6'}
{'Iteration': 1453, 'Final Solution': '7,\\!000'}
{'Iteration': 1454, 'Final Solution': '306'}
{'Iteration': 1455, 'Final Solution': '60'}
{'Iteration': 1456, 'Final Solution': None}
{'Iteration': 1457, 'Final Solution': None}
{'Iteration': 1458, 'Final Solution': '2'}
{'Iteration': 1459, 'Final Solution': None}
{'Iteration': 1460, 'Final Solution': '\\frac{1'}
{'Iteration': 1461, 'Final Solution': None}
{'Iteration': 1462, 'Final Solution': None}
{'Iteration': 1463, 'Final Solution': '\\frac{4'}
{'Iteration': 1464, 'Final Solution': '\\frac{1'}
{'Iteration': 1465, 'Final Solution': '5,\\!040'}
{'Iteration': 1466, 'Final Solution': None}
{'Iteration': 1467, 'Final Solution': '11'}
{'Iteration': 1468, 'Final Solution': '12,\\!600'}
{'Iteration': 1469, 'Final Solution': None}
{'Iteration': 1470, 'Final Solution': '52'}
{'Iteration': 1471, 'Final Solution': '1'}
{'Iteration': 1472, 'Final Solution': '30\\times 29\\times 4'}
{'Iteration': 1473, 'Final Solution': '1'}
{'Iteration': 1474, 'Final Solution': '1260'}
{'Iteration': 1475, 'Final Solution': '224'}
{'Iteration': 1476, 'Final Solution': None}
{'Iteration': 1477, 'Final Solution': None}
{'Iteration': 1478, 'Final Solution': None}
{'Iteration': 1479, 'Final Solution': '21'}
{'Iteration': 1480, 'Final Solution': '128'}
{'Iteration': 1481, 'Final Solution': None}
{'Iteration': 1482, 'Final Solution': None}
{'Iteration': 1483, 'Final Solution': None}
{'Iteration': 1484, 'Final Solution': '\\frac{1'}
{'Iteration': 1485, 'Final Solution': None}
{'Iteration': 1486, 'Final Solution': '\\frac{10'}
{'Iteration': 1487, 'Final Solution': None}
{'Iteration': 1488, 'Final Solution': '70'}
{'Iteration': 1489, 'Final Solution': '\\frac{1'}
{'Iteration': 1490, 'Final Solution': None}
{'Iteration': 1491, 'Final Solution': '6!'}
{'Iteration': 1492, 'Final Solution': None}
{'Iteration': 1493, 'Final Solution': '8'}
{'Iteration': 1494, 'Final Solution': None}
{'Iteration': 1495, 'Final Solution': '625'}
{'Iteration': 1496, 'Final Solution': None}
{'Iteration': 1497, 'Final Solution': '9'}
{'Iteration': 1498, 'Final Solution': None}
{'Iteration': 1499, 'Final Solution': '70'}
{'Iteration': 1500, 'Final Solution': '\\frac{8'}
{'Iteration': 1501, 'Final Solution': '0'}
{'Iteration': 1502, 'Final Solution': '126'}
{'Iteration': 1503, 'Final Solution': '\\frac{1'}
{'Iteration': 1504, 'Final Solution': '48'}
{'Iteration': 1505, 'Final Solution': None}
{'Iteration': 1506, 'Final Solution': '330'}
{'Iteration': 1507, 'Final Solution': None}
{'Iteration': 1508, 'Final Solution': None}
{'Iteration': 1509, 'Final Solution': None}
{'Iteration': 1510, 'Final Solution': '30'}
{'Iteration': 1511, 'Final Solution': '\\frac{3'}
{'Iteration': 1512, 'Final Solution': None}
{'Iteration': 1513, 'Final Solution': '112.5'}
{'Iteration': 1514, 'Final Solution': None}
{'Iteration': 1515, 'Final Solution': '\\frac{1'}
{'Iteration': 1516, 'Final Solution': '17280'}
{'Iteration': 1517, 'Final Solution': '\\frac{3'}
{'Iteration': 1518, 'Final Solution': '21'}
{'Iteration': 1519, 'Final Solution': '840'}
{'Iteration': 1520, 'Final Solution': '60'}
{'Iteration': 1521, 'Final Solution': '480'}
{'Iteration': 1522, 'Final Solution': None}
{'Iteration': 1523, 'Final Solution': '168'}
{'Iteration': 1524, 'Final Solution': '\\frac{48'}
{'Iteration': 1525, 'Final Solution': '108,\\!900'}
{'Iteration': 1526, 'Final Solution': '16'}
{'Iteration': 1527, 'Final Solution': None}
{'Iteration': 1528, 'Final Solution': '5'}
{'Iteration': 1529, 'Final Solution': '69760'}
{'Iteration': 1530, 'Final Solution': '9240'}
{'Iteration': 1531, 'Final Solution': '20'}
{'Iteration': 1532, 'Final Solution': '\\frac{4'}
{'Iteration': 1533, 'Final Solution': '\\dfrac{1'}
{'Iteration': 1534, 'Final Solution': None}
{'Iteration': 1535, 'Final Solution': None}
{'Iteration': 1536, 'Final Solution': '\\dfrac{5'}
{'Iteration': 1537, 'Final Solution': None}
{'Iteration': 1538, 'Final Solution': '\\frac{5'}
{'Iteration': 1539, 'Final Solution': None}
{'Iteration': 1540, 'Final Solution': None}
{'Iteration': 1541, 'Final Solution': None}
{'Iteration': 1542, 'Final Solution': None}
{'Iteration': 1543, 'Final Solution': '67600'}
{'Iteration': 1544, 'Final Solution': '\\frac{1'}
{'Iteration': 1545, 'Final Solution': '112'}
{'Iteration': 1546, 'Final Solution': None}
{'Iteration': 1547, 'Final Solution': '8/6 = 4/3'}
{'Iteration': 1548, 'Final Solution': '36'}
{'Iteration': 1549, 'Final Solution': '3'}
{'Iteration': 1550, 'Final Solution': '\\frac{1'}
{'Iteration': 1551, 'Final Solution': None}
{'Iteration': 1552, 'Final Solution': '3'}
{'Iteration': 1553, 'Final Solution': None}
{'Iteration': 1554, 'Final Solution': '3'}
{'Iteration': 1555, 'Final Solution': None}
{'Iteration': 1556, 'Final Solution': '120'}
{'Iteration': 1557, 'Final Solution': '21'}
{'Iteration': 1558, 'Final Solution': '\\frac{1'}
{'Iteration': 1559, 'Final Solution': '\\frac{1'}
{'Iteration': 1560, 'Final Solution': None}
{'Iteration': 1561, 'Final Solution': None}
{'Iteration': 1562, 'Final Solution': '7'}
{'Iteration': 1563, 'Final Solution': None}
{'Iteration': 1564, 'Final Solution': '\\frac{7'}
{'Iteration': 1565, 'Final Solution': None}
{'Iteration': 1566, 'Final Solution': '24'}
{'Iteration': 1567, 'Final Solution': None}
{'Iteration': 1568, 'Final Solution': '\\frac{32'}
{'Iteration': 1569, 'Final Solution': '1120'}
{'Iteration': 1570, 'Final Solution': None}
{'Iteration': 1571, 'Final Solution': None}
{'Iteration': 1572, 'Final Solution': None}
{'Iteration': 1573, 'Final Solution': '4,\\!320'}
{'Iteration': 1574, 'Final Solution': None}
{'Iteration': 1575, 'Final Solution': '155'}
{'Iteration': 1576, 'Final Solution': '\\frac{1'}
{'Iteration': 1577, 'Final Solution': None}
{'Iteration': 1578, 'Final Solution': None}
{'Iteration': 1579, 'Final Solution': '720'}
{'Iteration': 1580, 'Final Solution': None}
{'Iteration': 1581, 'Final Solution': None}
{'Iteration': 1582, 'Final Solution': None}
{'Iteration': 1583, 'Final Solution': '\\$250003'}
{'Iteration': 1584, 'Final Solution': None}
{'Iteration': 1585, 'Final Solution': '9'}
{'Iteration': 1586, 'Final Solution': '\\frac{1'}
{'Iteration': 1587, 'Final Solution': None}
{'Iteration': 1588, 'Final Solution': None}
{'Iteration': 1589, 'Final Solution': '12'}
{'Iteration': 1590, 'Final Solution': '60'}
{'Iteration': 1591, 'Final Solution': None}
{'Iteration': 1592, 'Final Solution': None}
{'Iteration': 1593, 'Final Solution': '720'}
{'Iteration': 1594, 'Final Solution': None}
{'Iteration': 1595, 'Final Solution': '307'}
{'Iteration': 1596, 'Final Solution': '192'}
{'Iteration': 1597, 'Final Solution': '\\frac{11'}
{'Iteration': 1598, 'Final Solution': None}
{'Iteration': 1599, 'Final Solution': '24'}
{'Iteration': 1600, 'Final Solution': '240'}
{'Iteration': 1601, 'Final Solution': '164'}
{'Iteration': 1602, 'Final Solution': '8'}
{'Iteration': 1603, 'Final Solution': None}
{'Iteration': 1604, 'Final Solution': '80'}
{'Iteration': 1605, 'Final Solution': None}
{'Iteration': 1606, 'Final Solution': None}
{'Iteration': 1607, 'Final Solution': None}
{'Iteration': 1608, 'Final Solution': None}
{'Iteration': 1609, 'Final Solution': '1024'}
{'Iteration': 1610, 'Final Solution': None}
{'Iteration': 1611, 'Final Solution': '720'}
{'Iteration': 1612, 'Final Solution': '12'}
{'Iteration': 1613, 'Final Solution': '\\frac{1'}
{'Iteration': 1614, 'Final Solution': '4'}
{'Iteration': 1615, 'Final Solution': None}
{'Iteration': 1616, 'Final Solution': '4'}
{'Iteration': 1617, 'Final Solution': '56'}
{'Iteration': 1618, 'Final Solution': '\\frac{4'}
{'Iteration': 1619, 'Final Solution': None}
{'Iteration': 1620, 'Final Solution': '18'}
{'Iteration': 1621, 'Final Solution': '15'}
{'Iteration': 1622, 'Final Solution': '5'}
{'Iteration': 1623, 'Final Solution': '210'}
{'Iteration': 1624, 'Final Solution': '240'}
{'Iteration': 1625, 'Final Solution': None}
{'Iteration': 1626, 'Final Solution': None}
{'Iteration': 1627, 'Final Solution': None}
{'Iteration': 1628, 'Final Solution': '\\frac{1'}
{'Iteration': 1629, 'Final Solution': None}
{'Iteration': 1630, 'Final Solution': '3'}
{'Iteration': 1631, 'Final Solution': None}
{'Iteration': 1632, 'Final Solution': None}
{'Iteration': 1633, 'Final Solution': None}
{'Iteration': 1634, 'Final Solution': None}
{'Iteration': 1635, 'Final Solution': None}
{'Iteration': 1636, 'Final Solution': '\\frac{1'}
{'Iteration': 1637, 'Final Solution': None}
{'Iteration': 1638, 'Final Solution': '\\frac{4'}
{'Iteration': 1639, 'Final Solution': None}
{'Iteration': 1640, 'Final Solution': None}
{'Iteration': 1641, 'Final Solution': '210'}
{'Iteration': 1642, 'Final Solution': None}
{'Iteration': 1643, 'Final Solution': '\\frac{12'}
{'Iteration': 1644, 'Final Solution': '\\dfrac{1'}
{'Iteration': 1645, 'Final Solution': None}
{'Iteration': 1646, 'Final Solution': None}
{'Iteration': 1647, 'Final Solution': '90'}
{'Iteration': 1648, 'Final Solution': '1435'}
{'Iteration': 1649, 'Final Solution': None}
{'Iteration': 1650, 'Final Solution': None}
{'Iteration': 1651, 'Final Solution': '70'}
{'Iteration': 1652, 'Final Solution': None}
{'Iteration': 1653, 'Final Solution': '23'}
{'Iteration': 1654, 'Final Solution': None}
{'Iteration': 1655, 'Final Solution': '128'}
{'Iteration': 1656, 'Final Solution': '6840'}
{'Iteration': 1657, 'Final Solution': '199'}
{'Iteration': 1658, 'Final Solution': None}
{'Iteration': 1659, 'Final Solution': '80'}
{'Iteration': 1660, 'Final Solution': None}
{'Iteration': 1661, 'Final Solution': '1.6'}
{'Iteration': 1662, 'Final Solution': '\\frac{3'}
{'Iteration': 1663, 'Final Solution': None}
{'Iteration': 1664, 'Final Solution': None}
{'Iteration': 1665, 'Final Solution': '4'}
{'Iteration': 1666, 'Final Solution': None}
{'Iteration': 1667, 'Final Solution': None}
{'Iteration': 1668, 'Final Solution': '\\frac{1'}
{'Iteration': 1669, 'Final Solution': '1'}
{'Iteration': 1670, 'Final Solution': '24'}
{'Iteration': 1671, 'Final Solution': None}
{'Iteration': 1672, 'Final Solution': None}
{'Iteration': 1673, 'Final Solution': '39^\\circ'}
{'Iteration': 1674, 'Final Solution': None}
{'Iteration': 1675, 'Final Solution': '32'}
{'Iteration': 1676, 'Final Solution': None}
{'Iteration': 1677, 'Final Solution': None}
{'Iteration': 1678, 'Final Solution': '30'}
{'Iteration': 1679, 'Final Solution': None}
{'Iteration': 1680, 'Final Solution': None}
{'Iteration': 1681, 'Final Solution': None}
{'Iteration': 1682, 'Final Solution': '7'}
{'Iteration': 1683, 'Final Solution': '625'}
{'Iteration': 1684, 'Final Solution': '-6'}
{'Iteration': 1685, 'Final Solution': '1'}
{'Iteration': 1686, 'Final Solution': '16\\pi'}
{'Iteration': 1687, 'Final Solution': None}
{'Iteration': 1688, 'Final Solution': None}
{'Iteration': 1689, 'Final Solution': '7'}
{'Iteration': 1690, 'Final Solution': '16(1+\\sqrt{2'}
{'Iteration': 1691, 'Final Solution': '108\\pi'}
{'Iteration': 1692, 'Final Solution': '36'}
{'Iteration': 1693, 'Final Solution': '32+4\\pi'}
{'Iteration': 1694, 'Final Solution': None}
{'Iteration': 1695, 'Final Solution': '10'}
{'Iteration': 1696, 'Final Solution': None}
{'Iteration': 1697, 'Final Solution': '\\frac{\\sqrt{3'}
{'Iteration': 1698, 'Final Solution': '25'}
{'Iteration': 1699, 'Final Solution': None}
{'Iteration': 1700, 'Final Solution': '1'}
{'Iteration': 1701, 'Final Solution': '\\frac{1'}
{'Iteration': 1702, 'Final Solution': None}
{'Iteration': 1703, 'Final Solution': None}
{'Iteration': 1704, 'Final Solution': None}
{'Iteration': 1705, 'Final Solution': None}
{'Iteration': 1706, 'Final Solution': '9'}
{'Iteration': 1707, 'Final Solution': None}
{'Iteration': 1708, 'Final Solution': None}
{'Iteration': 1709, 'Final Solution': '50'}
{'Iteration': 1710, 'Final Solution': None}
{'Iteration': 1711, 'Final Solution': '\\frac{1'}
{'Iteration': 1712, 'Final Solution': '-\\frac{1'}
{'Iteration': 1713, 'Final Solution': None}
{'Iteration': 1714, 'Final Solution': None}
{'Iteration': 1715, 'Final Solution': '(1,2)'}
{'Iteration': 1716, 'Final Solution': '90^\\circ'}
{'Iteration': 1717, 'Final Solution': None}
{'Iteration': 1718, 'Final Solution': '\\frac{x+30'}
{'Iteration': 1719, 'Final Solution': None}
{'Iteration': 1720, 'Final Solution': '35'}
{'Iteration': 1721, 'Final Solution': None}
{'Iteration': 1722, 'Final Solution': '4\\sqrt{2'}
{'Iteration': 1723, 'Final Solution': None}
{'Iteration': 1724, 'Final Solution': '\\frac{\\pi'}
{'Iteration': 1725, 'Final Solution': '\\frac{1'}
{'Iteration': 1726, 'Final Solution': None}
{'Iteration': 1727, 'Final Solution': None}
{'Iteration': 1728, 'Final Solution': None}
{'Iteration': 1729, 'Final Solution': None}
{'Iteration': 1730, 'Final Solution': '60'}
{'Iteration': 1731, 'Final Solution': '-\\frac{\\sqrt{2'}
