Iteration,ID,Run_1
1368,19953,Error Parsing Response
1369,10025,Error Parsing Response
1370,1139,Error Parsing Response
1371,6663,360
1372,23595,4
1373,30610,6
1374,28851,10
1375,14159,\\frac{38
1376,14832,6
1377,18529,213
1378,9192,18
1379,6029,\\text{Yoongi
1380,28305,1.6
1381,5969,Error Parsing Response
1382,16994,Error Parsing Response
1383,5147,\\text{Hyun
1384,29372,200
1385,16175,Error Parsing Response
1386,23928,75
1387,7696,2
1388,3029,100000000000000000000000000000000000000000000000000000'
1389,21127,60
1390,26999,66
1391,17812,270
1392,16845,-6
1393,8618,Error Parsing Response
1394,3555,2
1395,9332,3
1396,30580,15
1397,26892,Error Parsing Response
1398,19709,Error Parsing Response
1399,23427,\\frac{4
1400,24035,0.6\\text{ meters per second
1401,4802,\\text{Taehyung
1402,5541,6
1403,23101,4
1404,4708,Error Parsing Response
1405,6229,\\frac{11
1406,18213,4
1407,30051,14
1408,23279,640
1409,10326,Error Parsing Response
1410,6120,850
1411,28346,23
1412,25872,12
1413,21839,48
1414,12199,12
1415,6049,Error Parsing Response
1416,24461,4
1417,2584,135
1418,4518680905658878541,15
1419,21155,\\frac{10
1420,19047,Error Parsing Response
1421,18113,\\frac{12
1422,13183,Error Parsing Response
1423,27026,3
1424,9418,192
1425,12003,10
1426,14989,30
1427,6641,50
1428,17745,Error Parsing Response
1429,11955,Error Parsing Response
1430,23953,6000
1431,12218,11
1432,19514,8
1433,13601,11\\frac{1
1434,19223,19
1435,4271,-171
1436,9186,\\frac{1
1437,23105,1
1438,30608,Error Parsing Response
1439,12666,Error Parsing Response
1440,175,2
1441,26994,720000
1442,14963,75
1443,6927,9
1444,10039,\\$12
1445,27914,Error Parsing Response
1446,6951,\\$225
1447,22303,4
1448,15366,Error Parsing Response
1449,6287,20
1450,11749,350
1451,11211,Error Parsing Response
1452,19463,80
1453,24964,24
1454,3376,450
1455,15334,\\$88
1456,14091,4
1457,22506,\\$240
1458,20909,Error Parsing Response
1459,21153,5
1460,6331,2766
1461,16573,Error Parsing Response
1462,13658,Error Parsing Response
1463,6099,Error Parsing Response
1464,21937,32
1465,17105,2
1466,25876,\\frac{8
1467,6096,\\text{Taehyung
1468,5226,\\frac{9
1469,4813,141.7
1470,18468,16
1471,21578,Error Parsing Response
1472,4010,Error Parsing Response
1473,17341,\\$450
1474,9032,\\frac{1
1475,3235368081349833099,\\frac{8
1476,30504,21
1477,16077,\\$9000
1478,20163,Error Parsing Response
1479,8172,396
1480,17957,225
1481,14715,Error Parsing Response
1482,5670,Error Parsing Response
1483,4514,\\text{Yuna
1484,20699,Error Parsing Response
1485,4339,Error Parsing Response
1486,4097,-9
1487,5064,Error Parsing Response
1488,10722,2
1489,27973,2
1490,23160,\\text{Yoongi
1491,6124,Error Parsing Response
1492,13393,Error Parsing Response
1493,2179,Error Parsing Response
1494,27299,72
1495,9202,\\frac{7
1496,8966,2
1497,29912,Error Parsing Response
1498,471,420
1499,3126,Error Parsing Response
1500,27005,7
1501,26576,8
1502,9954,Error Parsing Response
1503,14293,7.5
1504,21216,4
1505,3775,2.5
1506,5725,21
1507,11517,7
1508,3271,4
1509,28807,9'
1510,9592,288
1511,17488,1.25
1512,8226,5
1513,13990,65
1514,4643,Error Parsing Response
1515,26656,\\$0.50
1516,29551,Error Parsing Response
1517,20968,180
1518,1562,\\frac{3
1519,3252,\\$300
1520,19842,Error Parsing Response
1521,19046,30
1522,5900,7
1523,1436,194400
1524,7798,\\text{A
1525,30497,Error Parsing Response
1526,19414,\\$4.00
1527,15955,480
1528,20375,Error Parsing Response
1529,22929,Error Parsing Response
1530,5249,41
1531,5271,146
1532,25288,5
1533,3516,4.0625
1534,11995,2.4
1535,15109,61'
1536,179,Error Parsing Response
1537,4824,""""
1538,28994,Error Parsing Response
1539,7275,Error Parsing Response
1540,28001,'
1541,29612,Error Parsing Response
1542,12005,7
1543,5921,120
1544,28948,\\$40
1545,5110,\\frac{130
1546,1817,20
1547,9006,19
1548,7870,Error Parsing Response
1549,29241,Error Parsing Response
1550,9858,25\\%
1551,23300,\\$600
1552,21254,Error Parsing Response
1553,15328,1200
1554,23025,\\frac{5
1555,25669,11
1556,6008,20
1557,4101,1
1558,7946,\\frac{1
1559,2876,2
1560,17254,79\\%
1561,18655,18
1562,12522,\\$26.25
1563,23258,78
1564,17710,112
1565,15008,Error Parsing Response
1566,26205,Error Parsing Response
1567,22191,Error Parsing Response
1568,29810,Error Parsing Response
1569,13540,\\text{70
1570,23866,Error Parsing Response
1571,361,Error Parsing Response
1572,3107,25
1573,2348,7
1574,2045,1
1575,6704,6
1576,26320,Error Parsing Response
1577,3261,9
1578,14985,2
1579,22363,26\\%
1580,14340,Error Parsing Response
1581,2241,7
1582,27448,5\\cdot 12=60
1583,21792,Error Parsing Response
1584,28024,15
1585,26556,Error Parsing Response
1586,27054,45
1587,2609,Error Parsing Response
1588,4475,360
1589,18249,Error Parsing Response
1590,30058,3
1591,21579,12'
1592,11394,125.5
1593,27482,98
1594,12204,25
1595,26467,20
1596,26417,60
1597,24265,Error Parsing Response
1598,9126,26
1599,4201,82
1600,20772,"3"""
1601,21731,Error Parsing Response
1602,14900,Error Parsing Response
1603,2779,3'
1604,24034,'
1605,3244,3.5
1606,1298,5
1607,814,7
1608,12796,80\\%
1609,21018,2
1610,22605,\\$14.75
1611,2432,726
1612,14502,"\\$1,950"
1613,4627,12.6
1614,5854,12\\times2\\times2=48
1615,8656677018807984163,14
1616,21691,"9,687.50"
1617,8947,Error Parsing Response
1618,4461,137
1619,13270,4
1620,19679,1
1621,8336,3
1622,20386,Error Parsing Response
1623,16711,2560
1624,1383,1200
1625,22129,Error Parsing Response
1626,25278,10
1627,4398,186000
1628,24041,Error Parsing Response
1629,18892,150
1630,11292,12
1631,26889,Error Parsing Response
1632,3791,17
1633,2593,Error Parsing Response
1634,3799,100
1635,4644,\\$6.00
1636,14208,Error Parsing Response
1637,27127,21
1638,10955,3
1639,14209,Error Parsing Response
1640,15403,Error Parsing Response
1641,4473,Error Parsing Response
1642,27325,0.5
1643,9053,Error Parsing Response
1644,19307,Error Parsing Response
1645,20815,1
1646,4048,18
1647,11854,3.3
1648,27774,4
1649,18444,5
1650,30367,3
1651,21386,30
1652,1851,25
1653,11896,20
1654,16924,3
1655,5466,125
1656,9846,13
1657,3378,9
1658,30117,275\\%
1659,23871,300
1660,12349,15
1661,22880,Error Parsing Response
1662,26017,29
1663,3457,Error Parsing Response
1664,10329,Error Parsing Response
1665,24,Error Parsing Response
1666,4690,Error Parsing Response
1667,25536,48
1668,29761,Error Parsing Response
1669,4761,Error Parsing Response
1670,13234,700
1671,22802,Error Parsing Response
1672,12788,26
1673,11399,Error Parsing Response
1674,7324,Error Parsing Response
1675,25909,Error Parsing Response
1676,26911,20
1677,8540,2
1678,24233,7
1679,13614,4
1680,15637,Error Parsing Response
1681,28244,20
1682,20529,15
1683,30043,Error Parsing Response
1684,17349,Error Parsing Response
1685,12727,0
1686,17417,308
1687,16859,\\frac{1
1688,27444,Error Parsing Response
1689,27717,49
1690,20124,4
1691,2259,13
1692,12795,'
1693,28238,Error Parsing Response
1694,22035,25\\%
1695,17519,3
1696,12244,Error Parsing Response
1697,9065,4
1698,14664,Error Parsing Response
1699,8848,40
1700,9264,\\frac{1
1701,30339,18
1702,23948,Error Parsing Response
1703,189,16
1704,30074,36
1705,24865,8
1706,20520,60
1707,3436,Error Parsing Response
1708,269,Error Parsing Response
1709,18288,6
1710,26271,63
1711,705,6
1712,21454,4
1713,24065,1
1714,6112,986
1715,24156,16
1716,25828,Error Parsing Response
1717,8593,6
1718,26003,12
1719,14273,48
1720,22746,9
1721,7037,53
1722,21092,Error Parsing Response
1723,23254,6
1724,17300,30
1725,22716,17
1726,26425,Error Parsing Response
1727,9140,850
1728,1583,Error Parsing Response
1729,13395,3
1730,4003,112.6
1731,26165,25
1732,17931,6
1733,28979,65
1734,1145,2
1735,5396,13
1736,23348,60
1737,19881,111
1738,4171,38
1739,273,Error Parsing Response
1740,28587,1.5
1741,23635,"14,\\!642"
1742,11544,Error Parsing Response
1743,20312,Error Parsing Response
1744,18284,\\$226'
1745,20247,Error Parsing Response
1746,11694,\\frac{1
1747,22531,84
1748,2727,4
1749,29332,\\$40
1750,27728,Error Parsing Response
1751,12610,5
1752,29971,Error Parsing Response
1753,13485,\\$530
1754,13953,14
1755,22800,\\$560
1756,17610,\\frac{13
1757,28038,8
1758,1488,8.8
1759,27510,\\$1
1760,18901,660
1761,28441,8
1762,2456,6
1763,27881,Error Parsing Response
1764,1158,633
1765,17177,45
1766,28407,37.5
1767,25725,5
1768,23751,Error Parsing Response
1769,2616,Error Parsing Response
1770,14959,3
1771,2619,\\frac{7
1772,15425,Error Parsing Response
1773,16600,50
1774,24996,Error Parsing Response
1775,11794,""""
1776,28604,50\\%
1777,10377,10\\%
1778,24733,\\frac{1
1779,12799,\\$960
1780,9374,Error Parsing Response
1781,10454,Error Parsing Response
1782,25445,175
1783,1204,6
1784,9579,13
1785,22771,10
1786,17470,131
1787,7761,Error Parsing Response
1788,25079,90
1789,24811,Error Parsing Response
1790,3770,13
1791,5310,132
1792,7145,Error Parsing Response
1793,-7217668018551825691,4
1794,15741,3.20
1795,22211,5
1796,9877,3
1797,1265,Error Parsing Response
1798,22828,3:2
1799,17831,\\frac{12
1800,29943,160/21
1801,9465,184
1802,12287,Error Parsing Response
1803,1786,Error Parsing Response
1804,27328,10
1805,11665,191
1806,2267,Error Parsing Response
1807,26395,29
1808,15716,250
1809,28153,10
1810,22596,\\frac{98
1811,29850,Error Parsing Response
1812,29903,120
1813,24080,Error Parsing Response
1814,Q20231006,\\text{Jayden
1815,788bfd56,5
1816,15498,-\\'
1817,22239,4\\%
1818,13055,Error Parsing Response
1819,16597,\\$1.50
1820,13086,Error Parsing Response
1821,1026,105
1822,25737,1350
1823,5804,Error Parsing Response
1824,20912,198
1825,23306,2
1826,9880,Error Parsing Response
1827,15724,Error Parsing Response
1828,13342,Error Parsing Response
1829,5297,18
1830,12756,162
1831,3676,425
1832,20767,\\frac{5
1833,4672,11
1834,14223,10
1835,14673,975
1836,2671,Error Parsing Response
1837,7271,21.12
1838,33,Error Parsing Response
1839,30753,4
1840,22367,15
1841,8660,-2.6
1842,12235,Error Parsing Response
1843,23583,Error Parsing Response
1844,19566,110
1845,23821,200
1846,10519,Error Parsing Response
1847,21745,47
1848,5614,37
1849,2786,\\text{(b)
1850,12765,2000
1851,730,6
1852,7720,72
1853,21532,\\frac{1
1854,29066,Error Parsing Response
1855,29518,\\frac{27
1856,4096,\\text{tank'
1857,10482,27
1858,19406,3040
1859,20546,Error Parsing Response
1860,25818,Error Parsing Response
1861,8494,140
1862,21154,100
1863,4981,\\text{A
1864,317,7
1865,27833,\\frac{6
1866,9183,25
1867,3418,25
1868,15623,1.5
1869,26742,7
1870,26212,Error Parsing Response
1871,2880,Error Parsing Response
1872,22125,34
1873,26261,Error Parsing Response
1874,15853,78
1875,16546,Error Parsing Response
1876,19221,Error Parsing Response
1877,12819,Error Parsing Response
1878,20801,15
1879,17095,160
1880,24923,Error Parsing Response
1881,28780,Error Parsing Response
1882,29644,20'
1883,27159,Error Parsing Response
1884,9785,Error Parsing Response
1885,948,\\frac{8
1886,13557,Error Parsing Response
1887,904,7
1888,17575,150
1889,4361,0.28
1890,10622,5
1891,7053,Error Parsing Response
1892,1238,9
1893,13641,2
1894,16755,10
1895,16789,3
1896,23011,15
1897,17292,500
1898,23736,3
1899,14511,45
1900,9005,24
1901,19343,5
1902,26484,448
1903,28345,23
1904,10584,\\frac{5
1905,18354,2544
1906,25426,Error Parsing Response
1907,20497,Error Parsing Response
1908,11002,183
1909,27437,Error Parsing Response
1910,17769,3.33
1911,26661,Error Parsing Response
1912,28165,'
1913,27630,4000
1914,8409,76
1915,-1584461366449273396,Error Parsing Response
1916,7888,3852
1917,13576,Error Parsing Response
1918,-3512867805316684680,Error Parsing Response
1919,23853,30
1920,7623,13
1921,16129,Error Parsing Response
1922,15693,12
1923,18644,Error Parsing Response
1924,23204,1
1925,9443,36
1926,20952,9
1927,30700,100
1928,14925,\\$90
1929,17751,63
1930,16556,Error Parsing Response
1931,ff501705,2400
1932,27963,Error Parsing Response
1933,25952,Error Parsing Response
1934,13298,2
1935,593,17
1936,2285,150
1937,15620,Error Parsing Response
1938,12800,24
1939,15378,Error Parsing Response
1940,10130,Error Parsing Response
1941,10314,\\frac{3
1942,13149,Error Parsing Response
1943,27103,36
1944,10820,Error Parsing Response
1945,1359,1049
1946,8544,9
1947,10987,60
1948,20412,16
1949,26654,\\$400
1950,3319,124
1951,7813,\\frac{4
1952,27847,Error Parsing Response
1953,13811,9
1954,23,Error Parsing Response
1955,5650,100
1956,27669,30
1957,6119,3
1958,25080,\\text{C
1959,2221,Error Parsing Response
1960,17113,40
1961,22703,8
1962,7990,274
1963,9505,15
1964,4099,\\frac{1
1965,24194,Error Parsing Response
1966,10539,Error Parsing Response
1967,23278,160
1968,21767,40
1969,9021,4
1970,15540,3
1971,21822,3
1972,9792,4
1973,5514,2\\frac{1
1974,11243,25
1975,7884,\\frac{5
1976,28581,60
1977,23609,Error Parsing Response
1978,26248,Error Parsing Response
1979,18452,10
1980,13673,"1\\frac{1"""
1981,15958,Error Parsing Response
1982,18891,25
1983,3439,120
1984,3902,4
1985,8069,1088
1986,22214,Error Parsing Response
1987,20945,11
1988,10430,9000
1989,30480,4
1990,26032,Error Parsing Response
1991,19043,Error Parsing Response
1992,18152,Error Parsing Response
1993,23754,554
1994,29782,Error Parsing Response
1995,19196,0.0048
1996,21250,Error Parsing Response
1997,11488,Error Parsing Response
1998,24792,Error Parsing Response
1999,13726,172.5
2000,6689,Error Parsing Response
2001,29259,Error Parsing Response
2002,10713,\\text{480
2003,4397,3
2004,21766,25'
2005,18634,6
2006,17543,Error Parsing Response
2007,14828,10
2008,975,8.7
2009,18675,33.50
2010,18120,\\frac{3
2011,16941,Error Parsing Response
2012,8119,10
2013,9610,-6
2014,15754,165
2015,2891,3
2016,12148,\\$20
2017,23019,\\frac{19
2018,15780,Error Parsing Response
2019,6866,\\frac{1
2020,12449,1600
2021,30342,Error Parsing Response
2022,14627,363
2023,12929,12
2024,19542,96
2025,26171,Error Parsing Response
2026,28466,\\frac{3
2027,22550,50
2028,11552,\\text{Mathematics
2029,12705,Error Parsing Response
2030,5432,Error Parsing Response
2031,623,28
2032,8583,20
2033,25616,"1,800"
2034,8849,Error Parsing Response
2035,22669,'
2036,3926,245
2037,1738,63
2038,21323,66
2039,19042,Error Parsing Response
2040,2543,27
2041,4039,\\text{cookies
2042,19544,2140
2043,24306,Error Parsing Response
2044,27595,36
2045,17151,\\$12.00
2046,13766,11
2047,21333,'
2048,6344,\\$5
2049,14488,\\frac{2
2050,21922,6
2051,18521,Error Parsing Response
2052,8297,\\$30
2053,6412,18
2054,8700,Error Parsing Response
2055,14362,Error Parsing Response
2056,28438,Error Parsing Response
2057,18272,9
2058,10474,2
2059,2507,8000
2060,12770,Error Parsing Response
2061,29321,3
2062,26678,12
2063,17443,Error Parsing Response
2064,877,16
2065,864,13
2066,16893,4
2067,5430,68
2068,27966,0
2069,16670,11.11\\%
2070,4346,660
2071,2178,440
2072,24135,Error Parsing Response
2073,12311,\\frac{3
2074,16466,306
2075,3532,Error Parsing Response
2076,6579,13
2077,1594,30
2078,23715,Error Parsing Response
2079,21322,45
2080,24666,2
2081,10013,2.5
2082,6778,20\\%
2083,14971,\\$240
2084,14366,Error Parsing Response
2085,27820,\\$80.20
2086,22909,11
2087,12855,\\$55
2088,22271,"\\$0.21"""
2089,1100,120
2090,16042,8765
2091,20647,5
2092,5828,24
2093,2370,Error Parsing Response
2094,20395,\\$4
2095,26930,\\$1.50
2096,23789,10
2097,30048,4
2098,7034,\\$108
2099,20225,16
2100,27431,Error Parsing Response
2101,25169,4.59
2102,10552,3
2103,12509,21
2104,23135,17
2105,30616,Error Parsing Response
2106,5618,Error Parsing Response
2107,19622,10
2108,19228,Error Parsing Response
2109,1875,Error Parsing Response
2110,4203,3
2111,2957,Error Parsing Response
2112,20944,10
2113,16179,9
2114,25277,3
2115,12008,\\$1
2116,6680,5
2117,3238,15
2118,23121,16
2119,135,21
2120,24551,10000
2121,28975,22
2122,23162,440
2123,28537,100
2124,3069,Error Parsing Response
2125,-5696363532540156835,36
2126,20342,2\\text{ liters
2127,20852,Error Parsing Response
2128,1633,0.48
2129,29098,150
2130,8722,9.75
2131,3209,10
2132,13781,12
2133,20302,1
2134,16234,\\$10
2135,23681,12
2136,13963,6
2137,17070,Error Parsing Response
2138,2057,12
2139,14561,\\$24
2140,18305,33.3
2141,1526,422
2142,8827,36
2143,18814,4
2144,23443,\\frac{1
2145,25605,Error Parsing Response
2146,29990,Error Parsing Response
2147,19724,10
2148,4845,23
2149,29637,\\$13
2150,22217,Error Parsing Response
2151,24441,Error Parsing Response
2152,9473,10
2153,1371,2
2154,21486,Error Parsing Response
2155,21643,80
2156,18530,Error Parsing Response
2157,8122,Error Parsing Response
2158,27455,Error Parsing Response
2159,7451,27
2160,13677,Error Parsing Response
2161,28936,3
2162,23689,'
2163,7750,Error Parsing Response
2164,15391,30
2165,12792,Error Parsing Response
2166,19874,Error Parsing Response
2167,20680,\\$20
2168,11297,5.5
2169,21674,Error Parsing Response
2170,25799,Error Parsing Response
2171,27128,20
2172,22383,9.50
2173,25455,\\$855
2174,27072,40
2175,23014,6
2176,1906,Error Parsing Response
2177,12176,40
2178,11880,Error Parsing Response
2179,27397,30
2180,1550,2
2181,13713,3
2182,15213,Error Parsing Response
2183,9133,640
2184,2855,7
2185,4405,Error Parsing Response
2186,8965,120
2187,24607,Error Parsing Response
2188,16981,240
2189,30274,Error Parsing Response
2190,28778,\\frac{67
2191,2482,\\text{Eunji
2192,16908,20
2193,18979,"70,000"
2194,1779,\\frac{1
2195,10181,Error Parsing Response
2196,1174,Error Parsing Response
2197,631,50
2198,2308,\\text{Yuna
2199,11746,1.04
2200,20934,2.25
2201,19559,Error Parsing Response
2202,14214,Error Parsing Response
2203,21915,Error Parsing Response
2204,6408,Error Parsing Response
2205,6123,Error Parsing Response
2206,16208,192
2207,24433,21
2208,30094,5
2209,22763,3
2210,16291,7.5
2211,21298,2^{\\text{nd
2212,25822,Error Parsing Response
2213,28557,Error Parsing Response
2214,6015,Error Parsing Response
2215,11654,200
2216,14163,Error Parsing Response
2217,11093,Error Parsing Response
2218,24467,\\frac{3
2219,18199,36
2220,24686,35
2221,28007,500
2222,30677,Error Parsing Response
2223,28633,420
2224,4693,Error Parsing Response
2225,1821,90
2226,5579,108
2227,14489,3555
2228,21222,Error Parsing Response
2229,14399,Error Parsing Response
2230,15450,Error Parsing Response
2231,2862,Error Parsing Response
2232,26505,10
2233,22388,Error Parsing Response
2234,12563,10
2235,25494,Error Parsing Response
2236,4829,10
2237,26173,7.5
2238,14756,5
2239,11437,135
2240,16828,100
2241,13841,Error Parsing Response
2242,11739,Error Parsing Response
2243,9,33.33
2244,23600,Error Parsing Response
2245,21690,Error Parsing Response
2246,16796,Error Parsing Response
2247,855,Error Parsing Response
2248,22395,25
2249,5441,30
2250,20688,\\frac{29
2251,9508,2400
2252,684,3
2253,21838,80
2254,18034,4
2255,19673,Error Parsing Response
2256,21504,84
2257,26555,5.4
2258,18295,10
2259,11359,Error Parsing Response
2260,26056,13
2261,4237,Error Parsing Response
2262,24114,2
2263,18793,7
2264,21884,55
2265,15130,Error Parsing Response
2266,17505,\\text{Jiyeon
2267,202,Error Parsing Response
2268,4219,12
2269,23670,20
2270,14107,Error Parsing Response
2271,24856,Error Parsing Response
2272,18359,6
2273,1102,Error Parsing Response
2274,7655,18
2275,2217,8
2276,20245,Error Parsing Response
2277,8316,Error Parsing Response
2278,3481,Error Parsing Response
2279,2469,\\text{Yuna
2280,22080,11
2281,8725,Error Parsing Response
2282,22295,11
2283,19865,Error Parsing Response
2284,14883,5
2285,2906,283
2286,15275,150
2287,18462,1
2288,22196,\\frac{1
2289,22227,12
2290,8562,-225
2291,21804,21
2292,23579,4090
2293,26819,30
2294,15761,9
2295,12151,178
2296,26297,13
2297,16578,1
2298,15798,Error Parsing Response
2299,5483,Error Parsing Response
2300,25219,9
2301,2387,4500
2302,29860,3
2303,16668,350
2304,23865,Error Parsing Response
2305,19752,140
2306,18877,20
2307,10851,Error Parsing Response
2308,29462,10
2309,790,57
2310,22237,15
2311,29296,3.75
2312,11545,1
2313,9607,Error Parsing Response
2314,17570,1000
2315,4585,54154\\text{ g
2316,29481,8
2317,5863,163
2318,27590,10
2319,29057,25
2320,24400,17
2321,27492,395
2322,24971,Error Parsing Response
2323,14138,Error Parsing Response
2324,15247,3
2325,24305,Error Parsing Response
2326,25465,7
2327,22625,Error Parsing Response
2328,14827,24/a
2329,28522,9
2330,6717,25
2331,9731,4
2332,21361,9
2333,5964,Error Parsing Response
2334,6591,Error Parsing Response
2335,9660,12
2336,10844,Error Parsing Response
2337,4322,Error Parsing Response
2338,11241,\\$50
2339,25214,2
2340,-1085120314013183761,131684
2341,3241,200
2342,19440,Error Parsing Response
2343,27843,Error Parsing Response
2344,16272,26
2345,13684,Error Parsing Response
2346,30145,Error Parsing Response
2347,2202,Error Parsing Response
2348,28924,8.5
2349,4942,2
2350,1756,Error Parsing Response
2351,5794,6
2352,29673,275
2353,29435,100
2354,30536,\\frac{7
2355,30212,30
2356,18453,104
2357,15493,Error Parsing Response
2358,12650,7
2359,12285,Error Parsing Response
2360,15442,400
2361,28078,Error Parsing Response
2362,14796,50
2363,11938,160
2364,7882865278105594733,72
2365,14593,960
2366,15042,14
2367,9525,360
2368,13349,9
2369,21846,Error Parsing Response
2370,17984,\\text{Taehyung
2371,2313,Error Parsing Response
2372,1980,24
2373,1573,71
2374,3410,5
2375,1162,44
2376,15667,13
2377,7929,82
2378,15643,115
2379,8408,8
2380,9974,"8"""
2381,19662,15
2382,24943,525
2383,27739,Error Parsing Response
2384,7650,Error Parsing Response
2385,5839,315.5
2386,21723,3
2387,19586,20
2388,26064,Error Parsing Response
2389,19004,5
2390,15752,\\$38000
2391,13737,Error Parsing Response
2392,9589,18
2393,2625,7.5
2394,28069,15
2395,28403,352
2396,8601,Error Parsing Response
2397,-4767210333878755148,\\text{bicycle
2398,9127,\\frac{1
2399,28663,Error Parsing Response
2400,9658,\\frac{1
2401,13323,5
2402,22809,15
2403,936,Error Parsing Response
2404,11381,11
2405,3984,12.7
2406,6057,100
2407,26536,Error Parsing Response
2408,13986,40
2409,25429,4000
2410,7493,\\frac{11
2411,12210,9
2412,3801,2
2413,15529,"21,\\!000"
2414,21353,9
2415,27920,10
2416,17699,Error Parsing Response
2417,28879,Error Parsing Response
2418,6122,2
2419,347,3.14
2420,5728,0.77
2421,7850,977
2422,11490,28
2423,22630,168
2424,27371,10
2425,1036,1050
2426,26496,120
2427,18909,\\'
2428,11067,Error Parsing Response
2429,29256,0.0125
2430,3939,Error Parsing Response
2431,12214,63
2432,14741,\\frac{7
2433,14686,Error Parsing Response
2434,25487,Error Parsing Response
2435,13621,18
2436,21992,Error Parsing Response
2437,19412,Error Parsing Response
2438,10752,144
2439,2733,10
2440,14687,50
2441,24794,Error Parsing Response
2442,20128,38
2443,2464,1.5
2444,16239,Error Parsing Response
2445,10796,20
2446,14807,129
2447,7864,20
2448,4561,9
2449,11756,76
2450,6396,Error Parsing Response
2451,13188,Error Parsing Response
2452,19819,825
2453,10156,Error Parsing Response
2454,13907,23
2455,22146,Error Parsing Response
2456,892,122
2457,5640,10
2458,22601,\\$24600
2459,7498,Error Parsing Response
2460,251,5
2461,9417,2
2462,24381,15
2463,24282,Error Parsing Response
2464,8632,45
2465,-3887347937058597245,140
2466,11044,0.05
2467,2563,\\text{(a)
2468,21920,15
2469,4344,32
2470,6607277056430783455,4.45
2471,6932,4
2472,19061,Error Parsing Response
2473,22498,20
2474,7004,9
2475,25748,17
2476,1399,Error Parsing Response
2477,4611,5
2478,7194,15
2479,26473,12
2480,10706,\\frac{9
2481,20982,Error Parsing Response
2482,13493,Error Parsing Response
2483,18234,342
2484,12014,2
2485,3148,10
2486,27206,288
2487,24064,2
2488,29676,3
2489,22329,Error Parsing Response
2490,25846,\\$78
2491,29018,100
2492,4315,200
2493,3595,5
2494,20316,46
2495,20855,Error Parsing Response
2496,1123,96
2497,7123,38
2498,7249,\\$150
2499,20114,Error Parsing Response
2500,16785,2500
2501,29632,25
2502,14671,Error Parsing Response
2503,14642,5
2504,9899,31
2505,23199,Error Parsing Response
2506,2250,1.9
2507,25531,20
2508,13860,Error Parsing Response
2509,7134,'
2510,19230,Error Parsing Response
2511,26904,Error Parsing Response
2512,15502,\\$5.85
2513,28881,64
2514,16922,\\frac{9
2515,14804,\\frac{5
2516,9720,\\$25
2517,21025,20
2518,24962,Error Parsing Response
2519,30007,Error Parsing Response
2520,19695,Error Parsing Response
2521,15324,\\text{equal
2522,7597,Error Parsing Response
2523,13075,3
2524,27298,56
2525,2579,'
2526,28760,12:24
2527,17902,60
2528,30437,Error Parsing Response
2529,8676,1.8
2530,3864,Error Parsing Response
2531,3461,\\text{Minyoung
2532,25719,41
2533,17704,1
2534,27243,Error Parsing Response
2535,28810,28000
2536,29904,Error Parsing Response
2537,10349,Error Parsing Response
2538,17564,Error Parsing Response
2539,24976,\\$7
2540,24250,Error Parsing Response
2541,13616,0
2542,28950,\\$33.33'
2543,122,45
2544,11669,7
2545,30429,\\$266.67
2546,11491,13
2547,12049,Error Parsing Response
2548,24435,1152
2549,531,26
2550,8904,Error Parsing Response
2551,27633,Error Parsing Response
2552,11593,Error Parsing Response
2553,5279,Error Parsing Response
2554,2377,15
2555,6277,30
2556,23132,Error Parsing Response
2557,30235,Error Parsing Response
2558,14867,Error Parsing Response
2559,27796,Error Parsing Response
2560,30102,45
2561,16874,Error Parsing Response
2562,8152,2
2563,16799,Error Parsing Response
2564,22005,19
2565,10223,120
2566,13163,Error Parsing Response
2567,7386,20
2568,3360,Error Parsing Response
2569,14870,Error Parsing Response
2570,22704,41
2571,20646,12
2572,12125,Error Parsing Response
2573,10877,60
2574,2882,15
2575,12854,Error Parsing Response
2576,19739,Error Parsing Response
2577,17626,62
2578,25269,125
2579,23967,Error Parsing Response
2580,24564,420500
2581,1304,Error Parsing Response
2582,5016,6
2583,3577,\\$10
2584,26874,Error Parsing Response
2585,22955,30
2586,20182,1
2587,7595,Error Parsing Response
2588,28481,Error Parsing Response
2589,1016,Error Parsing Response
2590,25049,27
2591,30213,90
2592,23799,1
2593,4197,Error Parsing Response
2594,20868,8
2595,3715,96
2596,14039,250
2597,6991,-15
2598,16432,28
2599,6548,100
2600,14217,\\text{Yuna
2601,1784643264827091672,Error Parsing Response
2602,7690,22
2603,7389,Error Parsing Response
2604,24940,36
2605,15007,53.00
2606,23601,\\$1400
2607,27112,120
2608,4695,Error Parsing Response
2609,5362,\\frac{11
2610,20277,Error Parsing Response
2611,6269,-10
2612,12047,600
2613,14874,5
2614,28743,Error Parsing Response
2615,17392,2
2616,12142,\\$2
2617,188,0.4
2618,29124,3
2619,9814,Error Parsing Response
2620,30180,14
2621,5320,6000
2622,1335,5
2623,29822,4
2624,28148,41
2625,10201,Error Parsing Response
2626,18418,18
2627,30768,15
2628,10371,\\frac{3
2629,20657,'
2630,12758,25
2631,15503,Error Parsing Response
2632,9793,5
2633,25180,5
2634,1667,Error Parsing Response
2635,13545,Error Parsing Response
2636,23737,12
2637,25691,6
2638,4595,\\text{(a)
2639,439,Error Parsing Response
2640,19626,\\frac{2
2641,10605,4
2642,21452,Error Parsing Response
2643,11034,1
2644,2204,12
2645,7708,20
2646,22059,45
2647,11403,68
2648,25650,2
2649,math_problem_002,240
