,Question Id,llama_is_correct,Llama Model Solution Numbers,llema_is_correct,llema_solution,qwen_is_correct,Qwen Model Solution Numbers,mistral_is_correct,Mistral Model Solution Numbers,all_incorrect
2200,15450,False,[],False,,False,[18],False,[14],True
2201,2862,False,[3560],False,3555.0,False,[30],False,[],True
2204,12563,False,[32],False,,False,[],False,[11510],True
2210,16828,False,[3],False,,False,[23],False,[15],True
2211,13841,False,"[3, 1]",False,,False,[25],False,[3],True
2214,23600,False,[10],False,,False,[10],False,[900],True
2220,20688,False,[14],False,,False,[25],False,[34],True
2228,18295,False,"[35, 3]",False,,False,[4],False,[],True
2229,11359,False,[1667],False,10.0,False,[40],False,[],True
2230,26056,False,[38000],False,,False,[],False,[832000],True
2237,202,False,[],False,,False,[],False,[],True
2241,24856,False,[20],False,20.0,False,[20],False,[8],True
2243,1102,False,[24],False,6.0,False,[],False,[24],True
2245,2217,False,[112],False,,False,[],False,[],True
2247,8316,False,"[59, 65]",False,,False,[130],False,[16],True
2250,22080,False,[1],False,,False,[3],False,[4],True
2254,14883,False,[533],False,5.0,False,[750],False,[35],True
2255,2906,False,[290],False,283.0,False,[28],False,[105],True
2259,22227,False,[13],False,12.0,False,[13],False,[],True
2266,26297,False,[13],False,13.0,False,[19],False,[],True
2270,25219,False,[24],False,9.0,False,[],False,[9],True
2271,2387,False,"[525, 1]",False,4500.0,False,[450],False,[],True
2279,790,False,[23],False,57.0,False,[55],False,[53],True
2280,22237,False,[35],False,15.0,False,[],False,[],True
2281,29296,False,[25],False,,False,[50],False,[2],True
2284,17570,False,[3800],False,1000.0,False,[1071440],False,[12000],True
2289,29057,False,[6],False,25.0,False,[],False,[10],True
2291,27492,False,[23],False,,False,[10],False,[4223],True
2303,5964,False,"[1000, 2000, 3001001]",False,,False,[],False,[],True
2305,9660,False,[14],False,,False,[20],False,[1022],True
2308,11241,False,[3375],False,,False,[5],False,[20],True
2310,3241,False,[0],False,,False,[],False,[24],True
2311,19440,False,[475],False,,False,[20],False,[50],True
2313,16272,False,[6],False,,False,[],False,[15],True
2314,13684,False,[7],False,,False,[120],False,[190],True
2315,30145,False,[60],False,,False,[10],False,[45],True
2321,29673,False,[12],False,275.0,False,[3],False,[],True
2322,29435,False,[26],False,100.0,False,[],False,[186],True
2327,12650,False,[165],False,,False,[18],False,[35],True
2328,12285,False,[17],False,7.0,False,[],False,[1],True
2329,15442,False,[16],False,,False,[17],False,[11],True
2331,14796,False,[50],False,50.0,False,[50],False,[50],True
2339,2313,False,[],False,,False,[],False,[],True
2345,7929,False,[10],False,82.0,False,[10],False,[70],True
2350,24943,False,[840],False,,False,[900],False,[4000],True
2352,7650,False,[150],False,525.0,False,[525],False,[11],True
2365,9127,False,[88],False,,False,[100],False,[8],True
2370,936,False,[24],False,15.0,False,[],False,[],True
2372,3984,False,[5],False,,False,[4050],False,[],True
2373,6057,False,[9],False,,False,[9],False,[],True
2374,26536,False,[206],False,100.0,False,[54],False,[1470],True
2377,7493,False,[1551],False,,False,[131],False,[21660],True
2383,17699,False,[225],False,,False,[],False,[14667],True
2384,28879,False,[2],False,10.0,False,[],False,[10],True
2391,27371,False,[],False,10.0,False,[17],False,[17],True
2398,12214,False,[34],False,63.0,False,[44],False,[43],True
2399,14741,False,"[55, 1]",False,,False,[12],False,[],True
2400,14686,False,[60],False,,False,[],False,[30],True
2401,25487,False,[12],False,,False,[12],False,[54],True
2405,10752,False,[54],False,144.0,False,[],False,[],True
2407,14687,False,[12],False,,False,[14],False,[1127],True
2408,24794,False,[146],False,50.0,False,[110],False,[130],True
2421,13907,False,[34],False,,False,[18],False,[13],True
2425,22601,False,[400],False,,False,[250],False,[175],True
2426,7498,False,[15000],False,,False,[],False,[],True
2429,24381,False,[675],False,,False,[],False,[200],True
2431,8632,False,[],False,45.0,False,[11],False,[],True
2447,13493,False,[15],False,,False,[32],False,[81],True
2452,24064,False,[1413],False,2.0,False,[],False,[179],True
2457,4315,False,[210],False,200.0,False,[95],False,[21],True
2459,20316,False,[100],False,,False,[],False,[50],True
2469,9899,False,[198],False,,False,[825],False,[44],True
2474,7134,False,"[137, 32]",False,,False,[],False,[32],True
2476,26904,False,[3],False,,False,[],False,[7],True
2481,9720,False,[15],False,,False,[15],False,[15],True
2487,7597,False,"[10, 6]",False,8.0,False,[8],False,[1],True
2491,28760,False,[648],False,,False,[710],False,[15],True
2492,17902,False,[27],False,,False,[24],False,[25],True
2494,8676,False,[5],False,,False,[5],False,[450],True
2498,17704,False,[5142],False,,False,[],False,[12],True
2503,17564,False,[22857],False,28000.0,False,[700],False,[130],True
2504,24976,False,[160],False,,False,[],False,[200],True
2506,13616,False,[72],False,0.0,False,[112],False,[6],True
2507,28950,False,"[2, 833]",False,,False,[50],False,[25],True
2510,30429,False,[2300],False,,False,[25556],False,[],True
2512,12049,False,"[11, 6]",False,13.0,False,[10],False,[12],True
2513,24435,False,[110],False,1152.0,False,[2744],False,[12],True
2514,531,False,[425],False,,False,[],False,[88],True
2516,27633,False,[41],False,,False,[20],False,[42],True
2520,6277,False,[1112],False,,False,[512],False,[51],True
2524,27796,False,[35],False,30.0,False,[50],False,[35],True
2530,10223,False,[71],False,,False,[19],False,[12],True
2534,14870,False,[49],False,20.0,False,[31],False,[21],True
2541,19739,False,[30],False,15.0,False,[15],False,[],True
2542,17626,False,"[13, 255]",False,62.0,False,[25],False,[],True
2543,25269,False,"[8, 2]",False,,False,[4],False,[16],True
2546,1304,False,"[500, 357703]",False,420500.0,False,[421],False,[444],True
2548,3577,False,[20],False,,False,[],False,[2],True
2551,20182,False,[6],False,,False,[22],False,[1457],True
2558,4197,False,"[3, 11]",False,1.0,False,[3],False,[14],True
2561,14039,False,[50],False,250.0,False,[75],False,[2],True
2566,7690,False,[6923],False,,False,[],False,[150],True
2573,5362,False,"[4, 100]",False,,False,[2],False,[50],True
2580,12142,False,[7],False,,False,[],False,[14],True
2588,28148,False,[132],False,,False,[],False,[360],True
2598,1667,False,[99992],False,,False,[99992],False,[],True
2607,11034,False,[4],False,1.0,False,[51],False,[512],True
2613,math_problem_002,False,[120],False,240.0,False,[168],False,[312],True
2620,25175,False,[10],False,18.0,False,[10],False,[13],True
2624,11772,False,[1],False,,False,[4],False,[1],True
2625,23458,False,[14],False,16.0,False,[14],False,[8],True
2637,24359,False,[13],False,15.0,False,[13],False,[13],True
2638,6310,False,[18],False,,False,[20],False,[42],True
2658,617,False,[79],False,99.0,False,[],False,[],True
2661,20269,False,[12],False,13.0,False,[10],False,[10],True
2662,3130,False,[7],False,,False,[],False,[7],True
2674,20677,False,[16667],False,,False,[150],False,[200],True
2677,26966,False,"[1, 2, 4, 5, 10, 20]",False,20.0,False,[],False,[],True
2679,18321,False,[31],False,,False,[],False,[101],True
2683,23107,False,[5760],False,36.0,False,[],False,[210],True
2684,6751,False,[32],False,10.0,False,[17],False,[],True
2686,7820,False,"[2, 300]",False,,False,[800],False,[2],True
2698,10755,False,"[20, 11]",False,,False,[12],False,[],True
2712,12823,False,"[5, 5]",False,,False,[46],False,[16],True
2718,2017,False,[],False,,False,[],False,[],True
2723,16302,False,[201],False,525.0,False,[225112],False,[],True
2725,18428,False,[12],False,,False,[9580],False,[15],True
2727,6171,False,[24],False,,False,[24],False,[],True
2728,16462,False,[1225],False,4.0,False,[334],False,[5],True
2740,21704,False,[7833],False,,False,[],False,[57],True
2749,17156,False,[195],False,,False,[],False,[10],True
2752,17168,False,[1],False,,False,[12],False,[1],True
2754,559,False,[216],False,108.0,False,[],False,[36],True
2764,20658,False,[10],False,40.0,False,[10],False,[10],True
2765,17219,False,"[14, 7]",False,3.0,False,[6],False,[5],True
2766,24716,False,[19],False,,False,[2],False,[15],True
2781,23407,False,[],False,4.0,False,[],False,[10],True
2784,24096,False,[],False,,False,[12],False,[115],True
2791,22297,False,[64],False,,False,[64],False,[10],True
2794,29881,False,[2],False,,False,[17],False,[1],True
2797,18772,False,[2],False,,False,[],False,[8],True
2802,27661,False,[3],False,50.0,False,[5],False,[5],True
2804,6023,False,"[2, 2, 11]",False,,False,[1110],False,[],True
2805,4667,False,[354],False,354.0,False,[354],False,[],True
2806,27699,False,[17142],False,,False,[67],False,[],True
2816,26220,False,[21],False,,False,[1519],False,[811],True
2817,16190,False,[1472],False,,False,[1472],False,[],True
2818,29635,False,[8333],False,,False,[10712],False,[],True
2820,6371,False,[46],False,69.0,False,[],False,[13],True
2831,4827,False,[],False,18.0,False,[1248],False,[],True
2833,21068,False,"[55000, 1]",False,,False,[3],False,[10],True
2834,10712,False,[31],False,,False,[],False,[200100],True
2837,612,False,"[768, 2, 36, 80]",False,,False,[1664],False,[],True
2839,19134,False,[28],False,88.0,False,[28],False,[],True
2846,12132,False,[40],False,14.0,False,[70],False,[60],True
2866,20367,False,"[2, 35]",False,,False,[12],False,[16],True
2875,27853,False,[12],False,,False,[12],False,[111],True
2892,172,False,"[3, 9, 7, 9]",False,,False,[10],False,[1],True
2895,3626,False,[3],False,7.0,False,[],False,[10],True
2900,19249,False,[2900],False,,False,[5600],False,[],True
2901,25827,False,[5],False,,False,[7],False,[16],True
2911,11672,False,[10],False,,False,[],False,[],True
2914,22710,False,[1],False,10.0,False,[],False,[],True
2916,14777,False,[],False,,False,[12],False,[12],True
2917,6380,False,[8125],False,,False,[25],False,[100],True
2923,815,False,[60],False,,False,[],False,[11],True
2925,11384,False,[16],False,,False,[],False,[25],True
2929,11653,False,[32],False,1.0,False,[8],False,[],True
2932,17030,False,[35],False,41.0,False,[5],False,[6],True
2936,9267,False,[14],False,60.0,False,[525],False,[80],True
2961,18795,False,[2],False,,False,[2],False,[11781],True
2962,29829,False,[856],False,,False,[],False,[15000],True
2963,26956,False,[110],False,,False,[110],False,[2750],True
2964,1830,False,[24],False,24.0,False,[],False,[],True
2965,25444,False,[144],False,,False,[24],False,[12],True
2968,9445,False,[5714],False,,False,[20],False,[566],True
2969,2201,False,[175],False,14.0,False,[5],False,[],True
2970,27340,False,[650],False,,False,[35],False,[2],True
2975,28601,False,[16],False,,False,[],False,[3],True
2976,22518,False,"[50, 100]",False,,False,[2],False,[11],True
2982,4387,False,[5],False,5.0,False,[5],False,[765],True
2984,4019,False,[333333],False,,False,[103],False,[],True
2987,28856,False,[1883],False,,False,[],False,[4126],True
2995,7398,False,[1],False,,False,[5],False,[12],True
2997,952,False,[5625],False,,False,[7],False,[],True
2999,9343,False,[650],False,,False,[35],False,[5],True
3000,29895,False,[4650],False,398.0,False,[85],False,[100],True
3003,10431,False,[15],False,,False,[],False,[17],True
3013,23949,False,[3798],False,,False,[60],False,[108],True
3015,26111,False,[197],False,,False,[],False,[58],True
3020,27679,False,[77],False,,False,[],False,[11],True
3026,13976,False,[45],False,25.0,False,[140],False,[120],True
3031,13935,False,[],False,,False,[14],False,[13],True
3048,29537,False,[12000],False,,False,[7000],False,[35000],True
3052,4618,False,"[3, 533]",False,,False,[815],False,[12],True
3056,math-0012,False,"[630, 4, 0]",False,50.0,False,[125],False,[105],True
3063,14298,False,[13],False,,False,[1],False,[4],True
3067,27579,False,[9],False,,False,[],False,[9],True
3069,9919,False,[35],False,35.0,False,[35],False,[42],True
3070,4347,False,"[1000, 3]",False,,False,[3000],False,[],True
3071,2225,False,"[45, 875]",False,,False,[10],False,[1],True
3075,18903,False,[2],False,19.0,False,[35],False,[11],True
3076,6552,False,[16],False,,False,[0],False,[],True
3078,9266,False,[71429],False,,False,[200],False,[60875],True
3079,1024,False,[1],False,2.0,False,[],False,[1],True
3080,28766,False,[],False,,False,[19],False,[340],True
3082,9921,False,"[3111, 4]",False,,False,[],False,[32],True
3088,25296,False,"[25, 50]",False,,False,[10],False,[45],True
3090,9875,False,[14],False,,False,[34],False,[14],True
3092,2517,False,[2],False,42.0,False,[72],False,[],True
3093,14,False,[5],False,,False,[],False,[],True
3096,9181,False,[140],False,165.0,False,[260],False,[255],True
3097,16441,False,[207],False,,False,[7],False,[195],True
3098,13894,False,"[11, 3]",False,37.0,False,[11],False,[11],True
3106,5404,False,[30],False,30.0,False,[],False,[],True
3107,2998,False,[440],False,600.0,False,[440],False,[520],True
3108,1124,False,[120],False,480.0,False,[20],False,[24],True
3109,376,False,"[24, 96]",False,8.0,False,[24],False,[24],True
3121,7675,False,[12],False,,False,[12],False,[12],True
3126,1589,False,"[48, 3, 3, 4, 0, 1, 2, 3]",False,64.0,False,[64],False,[],True
3127,8834,False,[17],False,,False,[],False,[10],True
3129,13136,False,[110],False,,False,[22],False,[],True
3131,3900,False,"[3, 30, 5]",False,,False,[18],False,[],True
3132,1133,False,[88],False,,False,[],False,[0],True
3138,27958,False,[145],False,,False,[150],False,[10],True
3139,7952,False,[40],False,,False,[403],False,[1000],True
3142,7803,False,[188],False,,False,[],False,[330],True
3143,30594,False,"[30, 75]",False,,False,[75],False,[],True
3147,3947,False,"[7, 8]",False,,False,[5],False,[],True
3152,18962,False,[54],False,2.0,False,[2],False,[104],True
3156,10465,False,[3],False,,False,[5],False,[],True
3160,23861,False,[18],False,1786.0,False,[1860],False,[10],True
3164,7029,False,[768],False,,False,[2],False,[38],True
3165,1511,False,[87615],False,11682.0,False,[],False,[],True
3166,19477,False,[1200],False,,False,[],False,[16000],True
3168,345,False,[905],False,,False,[905],False,[],True
3174,950,False,[],False,,False,[],False,[],True
3176,192,False,[42],False,,False,[],False,[530],True
3181,14030,False,[95],False,,False,[25],False,[15],True
3194,9026,False,[12],False,,False,[2],False,[120],True
3199,7603,False,[3],False,27.0,False,[],False,[27],True
3200,10100,False,[8],False,2.0,False,[],False,[25],True
3201,28366,False,[32],False,,False,[18],False,[25],True
3205,26791,False,[36],False,320.0,False,[],False,[12],True
3206,26865,False,[138],False,,False,[4],False,[3],True
3216,1033,False,"[4, 2]",False,3.0,False,[],False,[3],True
3218,9893,False,"[21, 2]",False,14.0,False,[6],False,[2880],True
3231,5281,False,"[370, 1, 3, 4, 7, 360, 455]",False,31.0,False,[6],False,[36],True
3232,21478,False,[91],False,,False,[10],False,[35],True
3235,24029,False,[14],False,,False,[14],False,[7],True
3237,5902,False,[15],False,9.0,False,[5],False,[],True
3239,24851,False,[610],False,140.0,False,[39],False,[70],True
3241,18664,False,[1519],False,,False,[],False,[880],True
3246,5583,False,[666],False,,False,[666],False,[],True
3247,13668,False,[1112],False,,False,[1112],False,[12],True
3252,20154,False,"[2800, 4]",False,,False,[2240],False,[2420],True
3253,157,False,"[36, 6]",False,60.0,False,[],False,[6000],True
3263,25078,False,[],False,,False,[3],False,[10],True
3264,16602,False,[14],False,,False,[23],False,[10],True
3284,5664,False,[133],False,,False,[133],False,[90],True
3294,7008,False,[30],False,,False,[60],False,[24],True
3296,26252,False,[21],False,,False,[1],False,[214],True
3299,2595,False,"[5, 3]",False,3.0,False,[1],False,[3],True
3305,7577,False,[],False,,False,[6],False,[12],True
3306,2912,False,[],False,,False,[],False,[],True
3310,9775,False,[213],False,,False,[210],False,[1001],True
3312,24023,False,[48],False,8.0,False,[24],False,[8],True
3319,13166,False,[84],False,,False,[10],False,[10],True
3323,8998,False,[67],False,7.0,False,[7],False,[10],True
3324,3489,False,[131],False,,False,[],False,[88],True
3325,1548,False,[6],False,,False,[6],False,[6],True
3330,5080,False,[18],False,,False,[],False,[],True
3331,19677,False,[],False,,False,[],False,[6],True
3334,2969,False,[55],False,,False,[2],False,[1],True
3336,22061,False,[],False,,False,[16],False,[5100],True
3338,826,False,[14655],False,,False,[1454],False,[1458],True
3342,2802,False,"[321, 1]",False,270.0,False,[],False,[56],True
3344,504,False,[],False,2000.0,False,[],False,[2500],True
3349,21972,False,[1914],False,,False,[],False,[753],True
3352,25982,False,[1],False,40.0,False,[25],False,[5],True
3353,21775,False,[32],False,46.0,False,[],False,[4],True
3357,7480,False,[15],False,,False,[],False,[2],True
3365,18504,False,[30],False,,False,[15],False,[3],True
3366,15104,False,[60],False,,False,[40],False,[120],True
3370,2364,False,"[2, 37]",False,37.0,False,[41],False,[40],True
3373,30688,False,[3],False,,False,"[10, 20, 30, 40, 50]",False,"[20, 10, 10, 10, 10]",True
3376,11144,False,[2],False,15.0,False,[],False,[5],True
3381,19408,False,"[94, 3]",False,,False,[97],False,[37],True
3383,19683,False,[],False,9.0,False,[],False,[6],True
3384,3333,False,"[5, 12]",False,,False,[36],False,[1440],True
3387,24149,False,[60],False,216.0,False,[216],False,[216],True
3391,7510,False,[20],False,,False,[],False,[324],True
3392,20907,False,[],False,,False,"[31, 31, 35]",False,[],True
3394,20642,False,[6],False,8.0,False,[6],False,[6],True
3404,28197,False,[61],False,,False,[],False,[41],True
3411,6373,False,[11],False,,False,[],False,[1],True
3413,12547,False,[11],False,,False,[],False,[11],True
3419,15266,False,[40],False,,False,[98],False,[277],True
3420,25550,False,[15],False,,False,[5],False,[15],True
3428,5425,False,[2],False,2.0,False,[],False,[2],True
3431,28009,False,[32],False,,False,[101],False,[132],True
3433,2328,False,[980],False,990.0,False,[980],False,[],True
3440,15209,False,[],False,,False,[12],False,[21],True
3454,19562,False,[5],False,7.0,False,[8],False,[47],True
3455,2291,False,[],False,,False,[],False,[25],True
3459,27712,False,[37],False,,False,[45],False,[11],True
3465,4492,False,[35],False,60.0,False,[80],False,[100],True
3468,11288,False,[1],False,,False,[],False,[10],True
3469,4945,False,[14800],False,8000.0,False,[1000],False,[],True
3471,20476,False,[8],False,,False,[],False,[4],True
3477,30039,False,[351],False,,False,[12],False,[14472],True
3479,12491,False,[4],False,,False,[],False,[15],True
3480,17557,False,[16],False,28.0,False,[9],False,[11],True
3482,20118,False,[2],False,,False,[],False,[10],True
3483,15302,False,"[3, 21]",False,,False,[21],False,[],True
3485,17203,False,[1020],False,,False,[1440],False,[209],True
3505,24983,False,[65],False,,False,[54],False,[18],True
3507,25189,False,[10],False,214.0,False,[],False,[100],True
3512,22209,False,[66],False,,False,[66],False,[],True
3519,10523,False,[15],False,,False,[],False,[250],True
3523,16603,False,[1],False,,False,[0],False,[0],True
3533,4880,False,[7],False,,False,[],False,[],True
3539,25937,False,[101],False,,False,[7],False,[300],True
3543,16059,False,[30],False,,False,[30],False,[15],True
3546,2903,False,[13],False,,False,[13],False,[],True
3547,23111,False,[10],False,,False,[6],False,[2],True
3550,8269,False,[33],False,,False,[46],False,[],True
3559,55,False,[7],False,,False,[7],False,[],True
3562,28576,False,[740],False,,False,[],False,[810],True
3564,2140,False,"[198, 1]",False,,False,[72275],False,[100],True
3565,1062,False,[9],False,,False,[],False,[],True
3572,10814,False,[125],False,,False,[1],False,[80],True
3573,27715,False,[2751],False,,False,[],False,[3],True
3575,5096,False,[3],False,,False,[7],False,[45],True
3578,2922,False,"[2333, 11667]",False,,False,[],False,[140],True
3582,9811,False,[28],False,,False,[32],False,[32],True
3583,7758,False,"[10000, 50, 15400]",False,,False,[],False,[154000],True
3589,15946,False,[28],False,,False,[8],False,[250],True
3591,16398,False,[250],False,1.0,False,[750],False,[2000],True
3594,2895,False,[18],False,14.0,False,[],False,[],True
3601,3797,False,[14],False,20.0,False,[],False,[14],True
3606,22999,False,[6],False,,False,[48],False,[60],True
3608,27019,False,[41],False,1.0,False,[5],False,[15],True
3609,5986,False,"[715, 15]",False,210.0,False,[14],False,[15],True
3611,9194,False,[14],False,,False,[],False,[12],True
3622,30351,False,"[500, 175]",False,,False,[1125],False,[2],True
3625,21064,False,[326],False,,False,[50],False,[226],True
3629,27539,False,[7],False,44.0,False,[11],False,[20],True
3637,9519,False,[3],False,,False,[3],False,[3],True
3639,2636,False,[95],False,,False,[95],False,[124],True
3648,8413,False,"[11, 2]",False,60.0,False,[9],False,[40],True
3649,19967,False,[36],False,,False,[4],False,[15],True
3652,5450,False,"[3605, 139]",False,9.0,False,[4],False,[2],True
3654,17414,False,[11],False,,False,[],False,[10],True
3658,5109,False,[360],False,,False,[],False,[225],True
3659,2154,False,[2],False,,False,[],False,[2],True
3661,9924,False,[1180],False,2500.0,False,[3900],False,[1800],True
3662,21770,False,[17],False,,False,[10],False,[20],True
3663,23795,False,[2],False,40.0,False,[2],False,[4800],True
3667,27752,False,[10],False,,False,[8],False,[605],True
3671,29884,False,[23000000],False,,False,[],False,[2400000],True
3680,26189,False,[20],False,,False,[40],False,[20],True
3681,30409,False,[1],False,,False,[],False,[10],True
3683,30297,False,"[99, 48, 51, 54]",False,,False,[51],False,[102],True
3687,3765,False,[89],False,4.0,False,[4],False,[15],True
3700,21755,False,[5],False,,False,[5],False,[20],True
3707,19052,False,[161],False,2.0,False,[2],False,[1610],True
3708,10485,False,[3],False,2.0,False,[3],False,[3],True
3711,25930,False,[2010],False,,False,[],False,[2717],True
3712,27586,False,[100],False,,False,[],False,[100],True
3717,11700,False,"[5, 23]",False,,False,[223],False,[],True
3719,14354,False,[228],False,1.0,False,[],False,[20],True
3724,2452,False,[15],False,,False,[13],False,[4],True
3742,19963,False,[21000],False,630.0,False,[252],False,[25200],True
3756,4118,False,"[2, 16]",False,22.0,False,[8],False,[],True
3758,11971,False,[799],False,160.0,False,[119160],False,[3432],True
3766,14868,False,[1],False,14.0,False,[],False,[14],True
3769,22234,False,[24],False,13.0,False,[28],False,[],True
3774,4847,False,"[5, 6, 2, 1000]",False,,False,[9990],False,[],True
3784,6108,False,"[9525, 5000, 8000]",False,,False,[],False,[10],True
3786,20158,False,[90],False,,False,[45],False,[240],True
3793,7368,False,[32],False,,False,[],False,[12],True
3798,26481,False,[2],False,,False,[20],False,[],True
3799,24912,False,[6429],False,,False,[50],False,[20],True
3804,22027,False,[],False,,False,[],False,[35],True
3805,24388,False,[37],False,37.0,False,[27],False,[],True
3810,21129,False,"[245, 6, 5]",False,,False,[195],False,[13],True
3815,12959,False,[143],False,,False,[52],False,[2625],True
3817,10601,False,[130],False,220.0,False,[140],False,[220],True
3818,1857,False,[498],False,42.0,False,[346],False,[],True
3824,26479,False,[12],False,,False,[6],False,[9],True
3826,28141,False,[1150],False,,False,[],False,[10],True
3831,23857,False,[1],False,400.0,False,[1965],False,[10875],True
3850,30570,False,[58],False,,False,[],False,[2],True
3859,28103,False,[1],False,12.0,False,[60],False,[10],True
3862,27670,False,[13000],False,,False,[1000],False,[13],True
3863,9409,False,[61],False,,False,[54],False,[2],True
3864,23676,False,[375],False,4.0,False,[10],False,[25],True
3865,27994,False,[302],False,,False,[16],False,[12],True
3866,14704,False,[2],False,,False,[1],False,[134],True
3871,26198,False,[650],False,,False,[65000],False,[700],True
3872,7826,False,[10050],False,15.0,False,[356],False,[15],True
3875,29369,False,"[28, 168]",False,168.0,False,[168],False,[28],True
3877,21399,False,[6],False,12.0,False,[9],False,[11],True
3878,15348,False,[17],False,,False,[1207],False,[39],True
3882,28307,False,[8825],False,,False,[],False,[155],True
3888,22423,False,"[18, 5]",False,,False,[2746],False,[126],True
3890,27379,False,[21],False,,False,[41],False,[],True
3899,5402,False,[208],False,103.0,False,[],False,[412],True
3908,20166,False,[20],False,,False,[],False,[22],True
3910,28449,False,[14],False,,False,[9],False,[11],True
3911,17909,False,[16],False,,False,[],False,[688],True
3912,3523,False,"[168, 354]",False,354.0,False,[984],False,[],True
3915,23183,False,[400],False,,False,[400],False,[168],True
3919,14578,False,[34],False,,False,[34],False,[12],True
3920,14980,False,[121],False,,False,[2],False,[125],True
3921,7773,False,[75],False,,False,[],False,[10],True
3922,5586,False,[],False,,False,[],False,[1],True
3923,5793,False,[898],False,850.0,False,[898],False,[1000],True
3935,2495,False,[9],False,9.0,False,[],False,[19],True
3936,29723,False,[88],False,240.0,False,[],False,[88],True
3937,7920,False,[8],False,,False,[],False,[6],True
3952,23045,False,[92],False,83.0,False,[106],False,[72],True
3965,2396,False,[13],False,,False,[15],False,[],True
3971,310,False,[23636],False,240.0,False,[],False,[350],True
3974,24136,False,"[40, 3]",False,160.0,False,[20],False,[380],True
3977,24363,False,"[7, 1225]",False,,False,[],False,[],True
3980,7823,False,[9100],False,136.0,False,[],False,[17],True
3987,22539,False,[5732],False,6.0,False,[],False,[7],True
3990,6345,False,[150],False,,False,[150],False,[150],True
3995,26644,False,[],False,,False,[],False,[5],True
4001,22693,False,"[12, 50]",False,,False,[12],False,[23],True
4006,28801,False,[72],False,10.0,False,[7],False,[10],True
4010,22105,False,[],False,72.0,False,[30],False,[102],True
4011,2289,False,[],False,,False,[41],False,[10],True
4016,16813,False,[4],False,12.0,False,[4],False,[4],True
4017,19155,False,[55],False,,False,[],False,[168],True
4018,554,False,[1408],False,,False,[],False,[191],True
4025,26756,False,[6],False,,False,[],False,[1000],True
4027,24852,False,[387],False,,False,[385],False,[367],True
4028,5615,False,[5],False,,False,[1],False,[6],True
4033,25405,False,[1],False,,False,[13],False,[12],True
4037,3350,False,[11],False,,False,[],False,[],True
4043,27502,False,[5],False,,False,[4],False,[5],True
4051,3383,False,"[163, 21, 3]",False,,False,[455],False,[1],True
4065,15201,False,[52],False,,False,[2],False,[53],True
4066,2818,False,[196020],False,,False,[460],False,[346],True
4067,23022,False,[209],False,,False,[94],False,[1003],True
4068,11183,False,[12],False,,False,[12],False,[1122],True
4073,13783,False,[22],False,7.0,False,[40],False,[],True
4077,15300,False,[3],False,14.0,False,[3],False,[15],True
4082,20523,False,[2],False,5.0,False,[],False,[9],True
4088,29421,False,"[10, 3]",False,13.0,False,[6],False,[30],True
4090,16375,False,[5],False,45.0,False,[5],False,[5],True
4094,30611,False,[4],False,154.0,False,[52],False,[10],True
4103,14634,False,[241],False,,False,[125],False,[3],True
4107,10740,False,"[3, 3]",False,,False,[40],False,[43],True
4108,10084,False,[120],False,,False,[],False,[600],True
4111,11774,False,[32],False,,False,[34],False,[45],True
4114,27387,False,[2211],False,,False,[35],False,[12],True
4116,12731,False,[42],False,,False,[],False,[12],True
4126,28786,False,[41],False,,False,[2],False,[132],True
4129,4270,False,[6],False,6.0,False,[6],False,[],True
4130,27585,False,[5178],False,,False,[],False,[100],True
4135,26663,False,[857142857],False,,False,[],False,[535875],True
4136,10072,False,[7],False,5.0,False,[32],False,[3],True
4141,19971,False,[60],False,,False,[14],False,[60],True
4144,14914,False,"[2, 2]",False,,False,[],False,[10],True
4147,7086,False,[950],False,,False,[1080],False,[10],True
4149,22798,False,[],False,,False,[1200],False,[],True
4150,13634,False,[19],False,8.0,False,[7],False,[12],True
4153,20070,False,[16],False,,False,[38],False,[6],True
4154,6980,False,"[6, 13]",False,25.0,False,[6],False,[11],True
4155,5951,False,[3],False,,False,[],False,[1000],True
4158,686,False,[14416],False,16423.0,False,[14335],False,[14637],True
4165,5093,False,"[1, 2, 3, 54]",False,,False,[1998],False,[],True
4169,23223,False,[4625],False,,False,[],False,[425],True
4172,12964,False,[18],False,,False,[13],False,[16],True
4173,15147,False,[42],False,,False,[28],False,[37],True
4175,6996,False,[198],False,,False,[],False,[430],True
4180,28472,False,[146],False,40.0,False,[100],False,[16],True
4182,25854,False,[],False,,False,[38889],False,[44444],True
4186,2583,False,[4],False,,False,[],False,[],True
4188,18931,False,[3571],False,,False,[3500],False,[500],True
4190,27061,False,"[12, 25]",False,,False,[20],False,[30],True
4195,4476,False,[14233],False,,False,[1427],False,[1423],True
4196,12709,False,[1611],False,,False,[11],False,[11],True
4198,14597,False,[45],False,13.0,False,[],False,[3],True
4199,6550,False,[76],False,10.0,False,[12],False,[2],True
4202,20645,False,"[5, 525]",False,,False,[525],False,[1667],True
4206,24221,False,[2],False,2.0,False,[],False,[1],True
4218,8369,False,[37],False,,False,[32],False,[36],True
4219,5129,False,"[120, 40]",False,120.0,False,[],False,[54],True
4221,16280,False,[30],False,10.0,False,[30],False,[33],True
4222,10507,False,[42],False,,False,[],False,[7],True
4229,15451,False,[6],False,,False,[9],False,[11],True
4231,16457,False,[15],False,4.0,False,[15],False,[50],True
4234,21166,False,[267],False,,False,[240],False,[],True
